  0 0.016263 0.016263 0.000000
  1 0.016353 0.016353 0.000000
  2 0.016436 0.016436 0.000000
  3 0.016511 0.016511 0.000000
  4 0.016579 0.016579 0.000000
  5 0.016639 0.016639 0.000000
  6 0.016691 0.016691 0.000000
  7 0.016735 0.016735 0.000000
  8 0.016770 0.016770 0.000000
  9 0.016797 0.016797 0.000000
 10 0.016813 0.016813 0.000000
 11 0.016820 0.016820 0.000000
 12 0.016815 0.016815 0.000000
 13 0.016800 0.016800 0.000000
 14 0.016771 0.016771 0.000000
 15 0.016728 0.016728 0.000000
 16 0.016670 0.016670 0.000000
 17 0.016596 0.016596 0.000000
 18 0.016504 0.016504 0.000000
 19 0.016393 0.016393 0.000000
 20 0.016261 0.016261 0.000000
