1.00306372549  0
1.01102941176  2.09059233449
1.02022058824  4.59930313589
1.02879901961  6.68989547038
1.03799019608  8.36236933798
1.04901960784  10.4529616725
1.06004901961  11.2891986063
1.07046568627  12.9616724739
1.08088235294  14.6341463415
1.09191176471  16.724738676
1.10294117647  19.2334494774
1.11274509804  21.3240418118
1.12316176471  23.4146341463
1.13419117647  27.5958188153
1.14338235294  31.7770034843
1.15073529412  36.7944250871
1.15808823529  40.1393728223
1.16421568627  45.574912892
1.16911764706  49.3379790941
1.17218137255  54.3554006969
1.17708333333  60.2090592334
1.18198529412  67.3170731707
1.1887254902  73.1707317073
1.19117647059  79.4425087108
1.19424019608  85.2961672474
1.19546568627  91.149825784
1.19914215686  95.7491289199
