     0.02460533,     0.00193648,     0.09800000
     0.02410072,     0.00189677,     0.09800000
     0.02360380,     0.00185766,     0.09800000
     0.02311395,     0.00181911,     0.09800000
     0.02460533,     0.00193648,     0.09400000
     0.02410072,     0.00189677,     0.09400000
     0.02360380,     0.00185766,     0.09400000
     0.02311395,     0.00181911,     0.09400000
     0.02460533,     0.00193648,     0.09000000
     0.02410072,     0.00189677,     0.09000000
     0.02360380,     0.00185766,     0.09000000
     0.02311395,     0.00181911,     0.09000000
     0.02460533,     0.00193648,     0.08600000
     0.02410072,     0.00189677,     0.08600000
     0.02360380,     0.00185766,     0.08600000
     0.02311395,     0.00181911,     0.08600000
     0.02460533,     0.00193648,     0.08200000
     0.02410072,     0.00189677,     0.08200000
     0.02360380,     0.00185766,     0.08200000
     0.02311395,     0.00181911,     0.08200000
     0.02460533,     0.00193648,     0.07800000
     0.02410072,     0.00189677,     0.07800000
     0.02360380,     0.00185766,     0.07800000
     0.02311395,     0.00181911,     0.07800000
     0.02460533,     0.00193648,     0.07400000
     0.02410072,     0.00189677,     0.07400000
     0.02360380,     0.00185766,     0.07400000
     0.02311395,     0.00181911,     0.07400000
     0.02460533,     0.00193648,     0.07000000
     0.02410072,     0.00189677,     0.07000000
     0.02360380,     0.00185766,     0.07000000
     0.02311395,     0.00181911,     0.07000000
     0.02460533,     0.00193648,     0.06600000
     0.02410072,     0.00189677,     0.06600000
     0.02360380,     0.00185766,     0.06600000
     0.02311395,     0.00181911,     0.06600000
     0.02460533,     0.00193648,     0.06200000
     0.02410072,     0.00189677,     0.06200000
     0.02360380,     0.00185766,     0.06200000
     0.02311395,     0.00181911,     0.06200000
     0.02460533,     0.00193648,     0.05800000
     0.02410072,     0.00189677,     0.05800000
     0.02360380,     0.00185766,     0.05800000
     0.02311395,     0.00181911,     0.05800000
     0.02460533,     0.00193648,     0.05400000
     0.02410072,     0.00189677,     0.05400000
     0.02360380,     0.00185766,     0.05400000
     0.02311395,     0.00181911,     0.05400000
     0.02460533,     0.00193648,     0.05000000
     0.02410072,     0.00189677,     0.05000000
     0.02360380,     0.00185766,     0.05000000
     0.02311395,     0.00181911,     0.05000000
     0.02460533,     0.00193648,     0.04600000
     0.02410072,     0.00189677,     0.04600000
     0.02360380,     0.00185766,     0.04600000
     0.02311395,     0.00181911,     0.04600000
     0.02460533,     0.00193648,     0.04200000
     0.02410072,     0.00189677,     0.04200000
     0.02360380,     0.00185766,     0.04200000
     0.02311395,     0.00181911,     0.04200000
     0.02460533,     0.00193648,     0.03800000
     0.02410072,     0.00189677,     0.03800000
     0.02360380,     0.00185766,     0.03800000
     0.02311395,     0.00181911,     0.03800000
     0.02460533,     0.00193648,     0.03400000
     0.02410072,     0.00189677,     0.03400000
     0.02360380,     0.00185766,     0.03400000
     0.02311395,     0.00181911,     0.03400000
     0.02460533,     0.00193648,     0.03000000
     0.02410072,     0.00189677,     0.03000000
     0.02360380,     0.00185766,     0.03000000
     0.02311395,     0.00181911,     0.03000000
     0.02460533,     0.00193648,     0.02600000
     0.02410072,     0.00189677,     0.02600000
     0.02360380,     0.00185766,     0.02600000
     0.02311395,     0.00181911,     0.02600000
     0.02460533,     0.00193648,     0.02200000
     0.02410072,     0.00189677,     0.02200000
     0.02360380,     0.00185766,     0.02200000
     0.02311395,     0.00181911,     0.02200000
     0.02460533,     0.00193648,     0.01800000
     0.02410072,     0.00189677,     0.01800000
     0.02360380,     0.00185766,     0.01800000
     0.02311395,     0.00181911,     0.01800000
     0.02460533,     0.00193648,     0.01400000
     0.02410072,     0.00189677,     0.01400000
     0.02360380,     0.00185766,     0.01400000
     0.02311395,     0.00181911,     0.01400000
     0.02460533,     0.00193648,     0.01000000
     0.02410072,     0.00189677,     0.01000000
     0.02360380,     0.00185766,     0.01000000
     0.02311395,     0.00181911,     0.01000000
     0.02460533,     0.00193648,     0.00600000
     0.02410072,     0.00189677,     0.00600000
     0.02360380,     0.00185766,     0.00600000
     0.02311395,     0.00181911,     0.00600000
     0.02460533,     0.00193648,     0.00200000
     0.02410072,     0.00189677,     0.00200000
     0.02360380,     0.00185766,     0.00200000
     0.02311395,     0.00181911,     0.00200000
     0.02399946,     0.00576176,     0.09800000
     0.02350728,     0.00564360,     0.09800000
     0.02302260,     0.00552724,     0.09800000
     0.02254480,     0.00541253,     0.09800000
     0.02399946,     0.00576176,     0.09400000
     0.02350728,     0.00564360,     0.09400000
     0.02302260,     0.00552724,     0.09400000
     0.02254480,     0.00541253,     0.09400000
     0.02399946,     0.00576176,     0.09000000
     0.02350728,     0.00564360,     0.09000000
     0.02302260,     0.00552724,     0.09000000
     0.02254480,     0.00541253,     0.09000000
     0.02399946,     0.00576176,     0.08600000
     0.02350728,     0.00564360,     0.08600000
     0.02302260,     0.00552724,     0.08600000
     0.02254480,     0.00541253,     0.08600000
     0.02399946,     0.00576176,     0.08200000
     0.02350728,     0.00564360,     0.08200000
     0.02302260,     0.00552724,     0.08200000
     0.02254480,     0.00541253,     0.08200000
     0.02399946,     0.00576176,     0.07800000
     0.02350728,     0.00564360,     0.07800000
     0.02302260,     0.00552724,     0.07800000
     0.02254480,     0.00541253,     0.07800000
     0.02399946,     0.00576176,     0.07400000
     0.02350728,     0.00564360,     0.07400000
     0.02302260,     0.00552724,     0.07400000
     0.02254480,     0.00541253,     0.07400000
