0.981004901961  0.418118466899
0.990808823529  2.09059233449
1.0012254902  3.76306620209
1.01102941176  5.01742160279
1.02144607843  6.68989547038
1.0318627451  9.19860627178
1.04227941176  10.0348432056
1.05208333333  12.1254355401
1.0618872549  13.7979094077
1.07352941176  15.0522648084
1.08517156863  17.9790940767
1.09558823529  20.487804878
1.10661764706  22.1602787456
1.11887254902  25.0871080139
1.12745098039  28.850174216
1.13357843137  31.3588850174
1.13970588235  35.9581881533
1.14460784314  40.5574912892
1.15012254902  46.8292682927
1.15379901961  53.1010452962
1.1574754902  58.9547038328
1.15992647059  63.9721254355
1.16115196078  70.6620209059
1.16299019608  76.5156794425
1.16421568627  82.787456446
1.16666666667  88.6411149826
1.16727941176  94.4947735192
