 0.76845117E+00 -0.14537343E-04 -0.43039143E-08
-0.15578607E-06  0.11830761E+01  0.11939908E-06
-0.27577620E-08 -0.60398090E-08  0.10999994E+01
 0.76845198E+00 -0.14693102E-04 -0.25814238E-08
-0.15581478E-06  0.11830736E+01  0.45633647E-07
-0.27576607E-08 -0.43318769E-08  0.11000006E+01
 0.76845120E+00 -0.14528313E-04 -0.43031589E-08
-0.56878978E-06  0.11830761E+01  0.11939825E-06
-0.10291470E-07 -0.22521383E-07  0.10999995E+01
 0.76845199E+00 -0.14683124E-04 -0.25806222E-08
-0.56881791E-06  0.11830736E+01  0.45633034E-07
-0.10291344E-07 -0.16159118E-07  0.11000006E+01
 0.76845123E+00  0.14522050E-04  0.15596192E-08
-0.42457875E-07  0.11830761E+01  0.31570327E-07
 0.61594931E-08 -0.57964759E-08  0.10999994E+01
 0.76845204E+00  0.14705292E-04  0.58345442E-08
-0.42427196E-07  0.11830736E+01  0.11861299E-07
 0.61597293E-08 -0.40916882E-08  0.11000006E+01
 0.76845127E+00  0.14542138E-04  0.15577405E-08
-0.15280438E-06  0.11830760E+01  0.31569537E-07
 0.22987313E-07 -0.21627594E-07  0.10999994E+01
 0.76845207E+00  0.14720987E-04  0.58326414E-08
-0.15277423E-06  0.11830735E+01  0.11860728E-07
 0.22987550E-07 -0.15268485E-07  0.11000006E+01
 0.76845404E+00 -0.15017382E-04 -0.15444712E-08
-0.24193925E-07  0.11830695E+01  0.14717834E-07
-0.32118749E-08 -0.29636650E-08  0.10999994E+01
 0.76845490E+00 -0.15194329E-04 -0.43412977E-09
-0.24227900E-07  0.11830669E+01  0.40197387E-08
-0.32118084E-08 -0.10166933E-08  0.11000006E+01
 0.76845404E+00 -0.15008034E-04 -0.15434670E-08
-0.84090683E-07  0.11830695E+01  0.14717409E-07
-0.11986641E-07 -0.11058021E-07  0.10999994E+01
 0.76845490E+00 -0.15188163E-04 -0.43309427E-09
-0.84124845E-07  0.11830669E+01  0.40195889E-08
-0.11986561E-07 -0.37936393E-08  0.11000006E+01
 0.76845405E+00  0.15037393E-04  0.68345872E-08
-0.51971019E-08  0.11830695E+01  0.36377459E-08
 0.65461584E-08 -0.27296012E-08  0.10999994E+01
 0.76845491E+00  0.15220150E-04  0.52920028E-08
-0.51640920E-08  0.11830669E+01  0.87961349E-09
 0.65460709E-08 -0.78312626E-09  0.11000006E+01
 0.76845405E+00  0.15047717E-04  0.68324868E-08
-0.20639097E-07  0.11830695E+01  0.36373564E-08
 0.24429549E-07 -0.10186504E-07  0.10999994E+01
 0.76845490E+00  0.15226484E-04  0.52898714E-08
-0.20606454E-07  0.11830669E+01  0.87950015E-09
 0.24429460E-07 -0.29226071E-08  0.11000006E+01
 0.76845711E+00 -0.15545786E-04  0.19432002E-09
-0.11598729E-07  0.11830625E+01 -0.17607940E-08
-0.16766841E-08 -0.17583227E-10  0.10999994E+01
 0.76845801E+00 -0.15737794E-04  0.80142531E-09
-0.11632860E-07  0.11830598E+01 -0.68553983E-08
-0.16766472E-08  0.10440088E-08  0.11000007E+01
 0.76845711E+00 -0.15540947E-04  0.19488333E-09
-0.40122506E-07  0.11830625E+01 -0.17607961E-08
-0.62574947E-08 -0.65938812E-10  0.10999994E+01
 0.76845801E+00 -0.15733881E-04  0.80200648E-09
-0.40156673E-07  0.11830598E+01 -0.68552361E-08
-0.62574512E-08  0.38950164E-08  0.11000007E+01
 0.76845710E+00  0.15570825E-04  0.46828147E-08
-0.96332525E-09  0.11830625E+01 -0.61717238E-09
 0.34412791E-08  0.10584958E-09  0.10999994E+01
 0.76845801E+00  0.15759290E-04  0.45600798E-08
-0.92744993E-09  0.11830598E+01 -0.19483073E-08
 0.34412719E-08  0.11671808E-08  0.11000007E+01
 0.76845710E+00  0.15575753E-04  0.46816553E-08
-0.84160203E-08  0.11830625E+01 -0.61715515E-09
 0.12842296E-07  0.39483476E-09  0.10999994E+01
 0.76845800E+00  0.15762896E-04  0.45589026E-08
-0.83802715E-08  0.11830598E+01 -0.19481252E-08
 0.12842287E-07  0.43555232E-08  0.11000007E+01
 0.76846039E+00 -0.16115989E-04  0.13590692E-08
-0.47688812E-07  0.11830552E+01 -0.17137323E-07
-0.10745078E-08  0.16157070E-08  0.10999993E+01
 0.76846135E+00 -0.16323859E-04  0.22756687E-08
-0.47730479E-07  0.11830522E+01 -0.40133488E-07
-0.10744526E-08  0.22235681E-08  0.11000007E+01
 0.76846039E+00 -0.16114355E-04  0.13594697E-08
-0.17644048E-06  0.11830552E+01 -0.17137068E-07
-0.40103271E-08  0.60266401E-08  0.10999993E+01
 0.76846134E+00 -0.16327331E-04  0.22760821E-08
-0.17648243E-06  0.11830522E+01 -0.40133127E-07
-0.40102662E-08  0.82906102E-08  0.11000007E+01
 0.76846037E+00  0.16129880E-04  0.34647313E-08
-0.97057455E-08  0.11830552E+01 -0.46289025E-08
 0.16917928E-08  0.16580436E-08  0.10999993E+01
 0.76846133E+00  0.16324312E-04  0.59433639E-09
-0.96670900E-08  0.11830522E+01 -0.10621283E-07
 0.16916232E-08  0.22646431E-08  0.11000007E+01
 0.76846036E+00  0.16129416E-04  0.34641224E-08
-0.43256471E-07  0.11830552E+01 -0.46286393E-08
 0.63133005E-08  0.61869472E-08  0.10999993E+01
 0.76846131E+00  0.16316885E-04  0.59371678E-09
-0.43218544E-07  0.11830523E+01 -0.10620913E-07
 0.63131290E-08  0.84496598E-08  0.11000007E+01
 0.76845120E+00 -0.14527526E-04  0.42650748E-08
-0.68244494E-06  0.11830761E+01 -0.35633544E-07
-0.10351031E-07 -0.19624264E-07  0.10999995E+01
 0.76845199E+00 -0.14680278E-04  0.28604285E-08
-0.68247276E-06  0.11830736E+01 -0.17327389E-07
-0.10351104E-07 -0.14298910E-07  0.11000006E+01
 0.76845119E+00 -0.14534407E-04  0.42643493E-08
-0.57995287E-06  0.11830761E+01 -0.35632320E-07
-0.29814564E-08  0.47471003E-08  0.10999995E+01
 0.76845199E+00 -0.14682479E-04  0.28596630E-08
-0.57998042E-06  0.11830736E+01 -0.17326515E-07
-0.29815496E-08  0.25999626E-08  0.11000006E+01
 0.76845128E+00  0.14546167E-04 -0.16221106E-08
-0.18347553E-06  0.11830760E+01 -0.92856260E-08
 0.17580119E-07 -0.19119903E-07  0.10999994E+01
 0.76845207E+00  0.14725614E-04  0.82577275E-09
-0.18344537E-06  0.11830735E+01 -0.45429440E-08
 0.17580251E-07 -0.13793763E-07  0.11000006E+01
 0.76845128E+00  0.14537088E-04 -0.16185425E-08
-0.15692417E-06  0.11830760E+01 -0.92844971E-08
-0.14019960E-07  0.35557015E-08  0.10999994E+01
 0.76845208E+00  0.14722561E-04  0.82938245E-09
-0.15689346E-06  0.11830735E+01 -0.45421692E-08
-0.14019832E-07  0.14093642E-08  0.11000006E+01
 0.76845405E+00 -0.15004754E-04  0.22492495E-08
-0.97381002E-07  0.11830695E+01 -0.90847273E-08
-0.12144212E-07 -0.99624153E-08  0.10999994E+01
 0.76845490E+00 -0.15185535E-04  0.19834724E-08
-0.97415199E-07  0.11830669E+01 -0.48715868E-08
-0.12144213E-07 -0.37691761E-08  0.11000006E+01
 0.76845405E+00 -0.15005141E-04  0.22483148E-08
-0.73794070E-07  0.11830695E+01 -0.90841458E-08
-0.38005128E-08  0.11211294E-08  0.10999994E+01
 0.76845490E+00 -0.15184524E-04  0.19824898E-08
-0.73828177E-07  0.11830669E+01 -0.48714338E-08
-0.38005409E-08 -0.92694061E-09  0.11000006E+01
 0.76845404E+00  0.15051200E-04  0.20410076E-08
-0.24071781E-07  0.11830695E+01 -0.24104558E-08
 0.18945521E-07 -0.94868482E-08  0.10999994E+01
 0.76845490E+00  0.15229135E-04  0.29138017E-08
-0.24039214E-07  0.11830669E+01 -0.13270873E-08
 0.18945565E-07 -0.32933999E-08  0.11000006E+01
 0.76845405E+00  0.15050394E-04  0.20448963E-08
-0.18008052E-07  0.11830695E+01 -0.24099676E-08
-0.13919775E-07 -0.11941292E-09  0.10999994E+01
 0.76845490E+00  0.15230046E-04  0.29177388E-08
-0.17975324E-07  0.11830669E+01 -0.13270303E-08
-0.13919733E-07 -0.21672943E-08  0.11000006E+01
 0.76845711E+00 -0.15538743E-04  0.19079118E-08
-0.45412732E-07  0.11830625E+01 -0.24095430E-08
-0.76731291E-08 -0.47967426E-09  0.10999994E+01
 0.76845801E+00 -0.15732242E-04  0.19686597E-08
-0.45446938E-07  0.11830598E+01  0.10376687E-09
-0.76731196E-08  0.31265063E-08  0.11000006E+01
 0.76845711E+00 -0.15537560E-04  0.19078182E-08
-0.31342120E-07  0.11830625E+01 -0.24096033E-08
-0.69601688E-08 -0.15617526E-08  0.10999994E+01
 0.76845801E+00 -0.15731680E-04  0.19685425E-08
-0.31376401E-07  0.11830598E+01  0.10348597E-09
-0.69601745E-08 -0.18227775E-08  0.11000007E+01
 0.76845710E+00  0.15577863E-04  0.30330259E-08
-0.97322596E-08  0.11830626E+01 -0.67837754E-09
 0.97509784E-08 -0.33435550E-09  0.10999994E+01
 0.76845801E+00  0.15764364E-04  0.24830229E-08
-0.96965690E-08  0.11830598E+01  0.10647737E-10
 0.97509424E-08  0.32719356E-08  0.11000007E+01
 0.76845710E+00  0.15578699E-04  0.30352400E-08
-0.58755968E-08  0.11830626E+01 -0.67850550E-09
-0.80954090E-08 -0.26155054E-08  0.10999994E+01
 0.76845800E+00  0.15764769E-04  0.24852609E-08
-0.58399388E-08  0.11830598E+01  0.10297199E-10
-0.80954489E-08 -0.28764140E-08  0.11000007E+01
 0.76846039E+00 -0.16113745E-04  0.19902254E-08
-0.20832033E-06  0.11830552E+01  0.37469023E-08
-0.53022271E-08  0.50049359E-08  0.10999993E+01
 0.76846134E+00 -0.16328912E-04  0.19891454E-08
-0.20836243E-06  0.11830523E+01  0.11186849E-07
-0.53022244E-08  0.69562780E-08  0.11000007E+01
 0.76846039E+00 -0.16113713E-04  0.19902567E-08
-0.16666602E-06  0.11830552E+01  0.37464855E-08
-0.58960397E-08 -0.21933334E-08  0.10999993E+01
 0.76846135E+00 -0.16329760E-04  0.19891603E-08
-0.16670827E-06  0.11830522E+01  0.11186271E-07
-0.58960499E-08 -0.27461393E-08  0.11000007E+01
 0.76846036E+00  0.16129242E-04  0.19424948E-08
-0.51417703E-07  0.11830552E+01  0.99859107E-09
 0.36237977E-08  0.48876740E-08  0.10999993E+01
 0.76846131E+00  0.16314053E-04  0.10137028E-08
-0.51380045E-07  0.11830523E+01  0.30087401E-08
 0.36237383E-08  0.68394087E-08  0.11000007E+01
 0.76846035E+00  0.16129229E-04  0.19440545E-08
-0.40163877E-07  0.11830552E+01  0.99812165E-09
-0.83453154E-08 -0.31898022E-08  0.10999993E+01
 0.76846131E+00  0.16313744E-04  0.10152791E-08
-0.40126226E-07  0.11830523E+01  0.30081077E-08
-0.83453779E-08 -0.37422230E-08  0.11000007E+01
 0.76845119E+00 -0.14535527E-04  0.19787448E-08
-0.55071596E-06  0.11830761E+01  0.37643164E-08
-0.22807251E-08  0.95730967E-08  0.10999995E+01
 0.76845198E+00 -0.14682964E-04  0.25081691E-08
-0.55074349E-06  0.11830736E+01 -0.27515021E-09
-0.22807102E-08  0.63509023E-08  0.11000006E+01
 0.76845119E+00 -0.14531707E-04  0.19793191E-08
-0.57333128E-06  0.11830761E+01  0.37637543E-08
-0.77355022E-08 -0.16069752E-08  0.10999995E+01
 0.76845199E+00 -0.14682088E-04  0.25087688E-08
-0.57335903E-06  0.11830736E+01 -0.27549437E-09
-0.77354749E-08 -0.29733459E-09  0.11000006E+01
 0.76845129E+00  0.14535059E-04  0.55720694E-08
